id,tier,family,url,h1,title_tag,primary_query,queries,impressions,clicks,conversions,words,content_blocks,top_queries
124,3,route-flight,/routes/ahmedabad-to-kashmir-flight,Ahmedabad to Kashmir by Flight,"Ahmedabad to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",ahmedabad to kashmir flight,8,133,12,0.0,800-1100,"Live fare band Ahmedabad to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Ahmedabad to Kashmir | CTA block linking to /packages/from/ahmedabad | FAQ drawn verbatim from the queries this page targets",ahmedabad to kashmir flight (104) ; ahmedabad to kashmir flight ticket price (11) ; ahmedabad to kashmir flight time (7) ; ahmedabad to kashmir by flight (4) ; flight from ahmedabad to kashmir (3) ; ahmedabad to kashmir flight price (2) ; ahmedabad to kashmir tour package with flight (1) ; ahmedabad to jammu kashmir flight ticket price (1)
125,3,route-flight,/routes/amritsar-to-kashmir-flight,Amritsar to Kashmir by Flight,"Amritsar to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",amritsar to kashmir flight,9,131,10,1.0,800-1100,"Live fare band Amritsar to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Amritsar to Kashmir | CTA block linking to /packages/from/amritsar | FAQ drawn verbatim from the queries this page targets",amritsar to kashmir flight (92) ; amritsar to kashmir flight ticket price (15) ; flight from amritsar to kashmir (8) ; air ticket from amritsar to kashmir (5) ; amritsar to kashmir air ticket price (3) ; amritsar to kashmir flight time (3) ; flight amritsar to kashmir (2) ; amritsar to kashmir flight price (2)
126,3,route-train,/routes/delhi-to-vaishno-devi-train,Delhi to Vaishno Devi by Train,"Delhi to Vaishno Devi by Train - Time, Fare & Booking Guide | Glitz Holidays",delhi to vaishno devi train,15,129,0,0.0,800-1100,"Actual train names and numbers on the Delhi to Vaishno Devi corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Delhi to Vaishno Devi | CTA block linking to /packages/from/delhi | FAQ drawn verbatim from the queries this page targets",delhi to mata vaishno devi yatra by train (63) ; delhi to vaishno devi by train (14) ; how to go delhi to vaishno devi by train (12) ; delhi to mata vaishno devi yatra by train vande bharat express (11) ; delhi to shri mata vaishno devi katra train journey (9) ; best train from delhi to vaishno devi (5) ; delhi to vaishno devi best train (3) ; delhi to vaishno devi yatra by train (3)
127,3,route-flight,/routes/chandigarh-to-srinagar-flight,Chandigarh to Srinagar by Flight,"Chandigarh to Srinagar by Flight - Time, Fare & Booking Guide | Glitz Holidays",chandigarh to srinagar flight,18,126,5,3.0,800-1100,"Live fare band Chandigarh to Srinagar, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Chandigarh to Srinagar | CTA block linking to /packages/from/chandigarh | FAQ drawn verbatim from the queries this page targets",airfare from chandigarh to srinagar (52) ; chandigarh to srinagar flight (42) ; chandigarh to srinagar flight lowest price (5) ; air ticket chandigarh to srinagar (5) ; flight from chandigarh to srinagar (4) ; chandigarh to srinagar flight indigo (4) ; flight time from chandigarh to srinagar (2) ; air ticket from chandigarh to srinagar (2)
128,3,route-train,/routes/amritsar-to-kashmir-train,Amritsar to Kashmir by Train,"Amritsar to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",amritsar to kashmir train,3,124,2,0.0,800-1100,"Actual train names and numbers on the Amritsar to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Amritsar to Kashmir | CTA block linking to /packages/from/amritsar | FAQ drawn verbatim from the queries this page targets",amritsar to kashmir by train (114) ; amritsar to kashmir train (8) ; amritsar to kashmir train ticket price (2)
129,3,route-road,/routes/leh-to-srinagar-road,Leh to Srinagar by Road,"Leh to Srinagar by Road - Time, Fare & Booking Guide | Glitz Holidays",leh to srinagar road,6,115,1,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Leh to Srinagar | CTA block linking to /packages/from/leh | FAQ drawn verbatim from the queries this page targets",leh to srinagar by road (75) ; leh to srinagar by bus (21) ; leh to srinagar road trip (9) ; leh to srinagar road (5) ; leh to srinagar bus (3) ; leh to srinagar taxi (2)
130,3,route-road,/routes/delhi-to-jammu-road,Delhi to Jammu by Road,"Delhi to Jammu by Road - Time, Fare & Booking Guide | Glitz Holidays",delhi to jammu road,4,115,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Delhi to Jammu | CTA block linking to /packages/from/delhi | FAQ drawn verbatim from the queries this page targets",delhi to jammu by road (106) ; delhi to jammu road trip (7) ; delhi to jammu road (1) ; bus travel from delhi to jammu (1)
131,3,route-road,/routes/pathankot-to-srinagar-road,Pathankot to Srinagar by Road,"Pathankot to Srinagar by Road - Time, Fare & Booking Guide | Glitz Holidays",pathankot to srinagar road,3,114,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Pathankot to Srinagar | CTA block linking to /packages/from/pathankot | FAQ drawn verbatim from the queries this page targets",pathankot to srinagar road (99) ; pathankot to srinagar by road (14) ; pathankot to srinagar bus (1)
132,3,route-train,/routes/new-delhi-to-kashmir-train,New Delhi to Kashmir by Train,"New Delhi to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",new delhi to kashmir train,6,110,3,0.0,800-1100,"Actual train names and numbers on the New Delhi to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for New Delhi to Kashmir | CTA block linking to /packages/from/new-delhi | FAQ drawn verbatim from the queries this page targets",new delhi to kashmir by train (94) ; new delhi to kashmir train (12) ; new delhi to jammu kashmir train ticket price (1) ; new delhi to jammu kashmir train (1) ; train from new delhi to kashmir (1) ; new delhi to kashmir train route (1)
133,3,route-flight,/routes/guwahati-to-kashmir-flight,Guwahati to Kashmir by Flight,"Guwahati to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",guwahati to kashmir flight,7,106,15,1.5,800-1100,"Live fare band Guwahati to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Guwahati to Kashmir | CTA block linking to /packages/from/guwahati | FAQ drawn verbatim from the queries this page targets",guwahati to kashmir flight (81) ; flight from guwahati to kashmir (9) ; guwahati to kashmir flight ticket price (9) ; guwahati to kashmir flight time (3) ; guwahati to kashmir flight price (2) ; flight ticket from guwahati to kashmir (1) ; guwahati to kashmir flight ticket (1)
134,3,route-road,/routes/jammu-tawi-to-srinagar-road,Jammu Tawi to Srinagar by Road,"Jammu Tawi to Srinagar by Road - Time, Fare & Booking Guide | Glitz Holidays",jammu tawi to srinagar road,5,98,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Jammu Tawi to Srinagar | CTA block linking to /packages/from/jammu-tawi | FAQ drawn verbatim from the queries this page targets",jammu tawi to srinagar by road (92) ; jammu tawi to srinagar by bus (2) ; jammu tawi to srinagar km (2) ; jammu tawi to srinagar distance (1) ; jammu tawi to srinagar cab (1)
135,3,route-train,/routes/bangalore-to-srinagar-train,Bangalore to Srinagar by Train,"Bangalore to Srinagar by Train - Time, Fare & Booking Guide | Glitz Holidays",bangalore to srinagar train,7,98,4,0.0,800-1100,"Actual train names and numbers on the Bangalore to Srinagar corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Bangalore to Srinagar | CTA block linking to /packages/from/bangalore | FAQ drawn verbatim from the queries this page targets",bangalore to srinagar train (80) ; bangalore to srinagar train ticket price (8) ; bangalore to srinagar by train (4) ; bangalore to srinagar train ticket (3) ; train from bangalore to srinagar (1) ; bangalore to srinagar train journey (1) ; trains from bangalore to srinagar (1)
136,3,route-road,/routes/katra-to-patnitop-road,Katra to Patnitop by Road,"Katra to Patnitop by Road - Time, Fare & Booking Guide | Glitz Holidays",katra to patnitop road,7,95,2,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Katra to Patnitop | CTA block linking to /packages/from/katra | FAQ drawn verbatim from the queries this page targets",katra to patnitop by road (70) ; katra to patnitop distance (11) ; katra to patnitop by bus (7) ; katra to patnitop road (4) ; katra to patnitop taxi fare (1) ; katra to patnitop by taxi (1) ; katra to patnitop ropeway distance (1)
137,3,route-road,/routes/amritsar-to-srinagar-road,Amritsar to Srinagar by Road,"Amritsar to Srinagar by Road - Time, Fare & Booking Guide | Glitz Holidays",amritsar to srinagar road,4,93,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Amritsar to Srinagar | CTA block linking to /packages/from/amritsar | FAQ drawn verbatim from the queries this page targets",amritsar to srinagar by road (83) ; amritsar to srinagar road trip (4) ; amritsar to srinagar by bus (3) ; amritsar to srinagar bus (3)
138,3,route-flight,/routes/hyderabad-to-srinagar-flight,Hyderabad to Srinagar by Flight,"Hyderabad to Srinagar by Flight - Time, Fare & Booking Guide | Glitz Holidays",hyderabad to srinagar flight,11,92,4,2.0,800-1100,"Live fare band Hyderabad to Srinagar, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Hyderabad to Srinagar | CTA block linking to /packages/from/hyderabad | FAQ drawn verbatim from the queries this page targets",airfare from hyderabad to srinagar (63) ; hyderabad to srinagar flight (13) ; hyderabad to srinagar flight indigo (5) ; hyderabad to srinagar direct flight indigo (3) ; hyderabad to srinagar flight ticket price (2) ; hyderabad to srinagar by flight (1) ; cheapest flight from hyderabad to srinagar (1) ; hyderabad to srinagar direct flight (1)
